Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Machine failure,UDI,Product ID,TWF,HDF,PWF,OSF,RNF
M,300.0,310.5,1790,25.7,123,4817.422894769708,10.5,3161.1,0,10279,S60278,0.0,0.0,0.0,0.0,0.0
M,298.8,309.6,1692,31.9,167,5652.227838632612,10.800000000000011,5327.3,0,10280,S60279,0.0,0.0,0.0,0.0,0.0
H,301.2,310.9,1798,22.3,59,4198.780469424807,9.699999999999989,1315.7,0,10281,S60280,0.0,0.0,0.0,0.0,0.0
L,298.7,310.1,1641,31.1,49,5344.383174507349,11.400000000000034,1523.9,0,10282,S60281,0.0,0.0,0.0,0.0,0.0
L,298.4,308.9,1496,37.9,194,5937.442563676518,10.5,7352.599999999999,0,10283,S60282,0.0,0.0,0.0,0.0,0.0
L,301.0,312.3,1488,42.6,107,6638.059613329088,11.300000000000011,4558.2,0,10284,S60283,0.0,0.0,0.0,0.0,0.0
L,303.7,312.4,1513,40.1,135,6353.483678791414,8.699999999999989,5413.5,0,10285,S60284,0.0,0.0,0.0,0.0,0.0
L,301.2,312.4,1480,53.5,97,8291.71021037466,11.199999999999989,5189.5,0,10286,S60285,0.0,0.0,0.0,0.0,0.0
L,298.3,309.6,1420,44.1,197,6557.760505103334,11.300000000000011,8687.7,0,10287,S60286,0.0,0.0,0.0,0.0,0.0
L,300.5,311.6,1534,37.7,90,6056.131934129141,11.100000000000025,3393.0000000000005,0,10288,S60287,0.0,0.0,0.0,0.0,0.0
M,298.7,309.6,1424,50.4,32,7515.694937035934,10.900000000000034,1612.8,0,10289,S60288,0.0,0.0,0.0,0.0,0.0
M,299.2,308.4,1529,43.0,50,6885.009739852272,9.199999999999989,2150.0,0,10290,S60289,0.0,0.0,0.0,0.0,0.0
L,297.0,307.6,1680,35.8,20,6298.264951916817,10.600000000000025,716.0,0,10291,S60290,0.0,0.0,0.0,0.0,0.0
M,301.9,310.9,1573,38.9,209,6407.770399845446,9.0,8130.099999999999,0,10292,S60291,0.0,0.0,0.0,0.0,0.0
M,297.0,307.7,1498,47.1,199,7388.586098271692,10.699999999999989,9372.9,0,10293,S60292,0.0,0.0,0.0,0.0,0.0
M,299.2,308.5,1526,37.3,135,5960.6275174600105,9.300000000000011,5035.5,0,10294,S60293,0.0,0.0,0.0,0.0,0.0
L,301.7,310.8,1493,47.6,145,7442.097893137838,9.100000000000025,6902.0,0,10295,S60294,0.0,0.0,0.0,0.0,0.0
L,298.0,308.6,1313,50.8,170,6984.849554383354,10.600000000000025,8636.0,0,10296,S60295,0.0,0.0,0.0,0.0,0.0
H,298.3,310.1,1509,37.6,85,5941.631353881304,11.800000000000011,3196.0,0,10297,S60296,0.0,0.0,0.0,0.0,0.0
M,301.0,309.7,1511,39.3,146,6218.499914442172,8.699999999999989,5737.799999999999,0,10298,S60297,0.0,0.0,0.0,0.0,0.0
L,297.4,308.7,1545,36.9,125,5970.125599249363,11.300000000000011,4612.5,0,10299,S60298,0.0,0.0,0.0,0.0,0.0
M,303.7,312.9,1406,41.9,48,6169.187381756324,9.199999999999989,2011.2,0,10300,S60299,0.0,0.0,0.0,0.0,0.0
M,299.1,310.1,1570,30.9,226,5080.269480120055,11.0,6983.4,0,10301,S60300,0.0,0.0,0.0,0.0,0.0
M,298.4,308.6,1527,40.9,96,6540.199002169767,10.200000000000044,3926.4,0,10302,S60301,0.0,0.0,0.0,0.0,0.0
L,296.2,307.1,1444,46.7,194,7061.755742543232,10.900000000000034,9059.8,0,10303,S60302,0.0,0.0,0.0,0.0,0.0
L,300.2,309.3,1366,49.3,59,7052.226244827343,9.100000000000025,2908.7,0,10304,S60303,0.0,0.0,0.0,0.0,0.0
L,300.0,309.6,1571,33.1,65,5445.43773819782,9.600000000000025,2151.5,0,10305,S60304,0.0,0.0,0.0,0.0,0.0
L,297.0,308.1,1455,43.5,122,6627.975100911065,11.100000000000025,5307.0,0,10306,S60305,0.0,0.0,0.0,0.0,0.0
M,301.2,310.4,1697,30.0,120,5331.282733141879,9.199999999999989,3600.0,0,10307,S60306,0.0,0.0,0.0,0.0,0.0
L,301.8,310.7,1547,41.7,72,6755.46093079374,8.899999999999977,3002.4,0,10308,S60307,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1336,53.7,61,7512.930335500776,10.900000000000034,3275.7000000000003,0,10309,S60308,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1502,41.8,79,6574.683217530671,9.799999999999956,3302.2,0,10310,S60309,0.0,0.0,0.0,0.0,0.0
M,300.7,310.8,1486,41.2,71,6411.2785116419545,10.100000000000025,2925.2000000000003,0,10311,S60310,0.0,0.0,0.0,0.0,0.0
L,300.7,311.1,1688,30.7,161,5426.745261908961,10.400000000000034,4942.7,0,10312,S60311,0.0,0.0,0.0,0.0,0.0
L,297.6,309.5,2001,20.5,220,4295.656714886003,11.899999999999975,4510.0,0,10313,S60312,0.0,0.0,0.0,0.0,0.0
M,302.4,311.9,1313,55.7,102,7658.58504289671,9.5,5681.400000000001,0,10314,S60313,0.0,0.0,0.0,0.0,0.0
L,298.2,308.1,1622,34.9,67,5927.954953862676,9.900000000000034,2338.3,0,10315,S60314,0.0,0.0,0.0,0.0,0.0
L,300.2,309.5,1343,50.2,98,7060.059282510294,9.300000000000011,4919.6,0,10316,S60315,0.0,0.0,0.0,0.0,0.0
M,302.3,311.6,1668,33.2,52,5799.128711114472,9.300000000000011,1726.4,0,10317,S60316,0.0,0.0,0.0,0.0,0.0
L,300.4,311.7,1515,47.4,170,7520.030334897889,11.300000000000011,8058.0,0,10318,S60317,0.0,0.0,0.0,0.0,0.0
M,301.8,310.3,1409,52.5,26,7746.382085589033,8.5,1365.0,0,10319,S60318,0.0,0.0,0.0,0.0,0.0
H,298.4,307.9,1700,28.2,120,5020.265060436489,9.5,3384.0,0,10320,S60319,0.0,0.0,0.0,0.0,0.0
L,300.1,309.2,1441,42.9,148,6473.660069766735,9.099999999999966,6349.2,0,10321,S60320,0.0,0.0,0.0,0.0,0.0
H,300.3,311.9,1390,49.0,194,7132.4625212000265,11.599999999999966,9506.0,0,10322,S60321,0.0,0.0,0.0,0.0,0.0
H,298.4,308.2,1478,43.5,206,6732.747215908285,9.800000000000011,8961.0,0,10323,S60322,0.0,0.0,0.0,0.0,0.0
H,299.0,310.4,1677,30.8,73,5408.942903538618,11.399999999999975,2248.4,0,10324,S60323,0.0,0.0,0.0,0.0,0.0
H,296.9,307.8,1549,37.8,104,6131.572045717342,10.900000000000034,3931.2,0,10325,S60324,0.0,0.0,0.0,0.0,0.0
M,298.4,309.5,1484,41.7,119,6480.351662118882,11.100000000000025,4962.3,0,10326,S60325,0.0,0.0,0.0,0.0,0.0
L,300.5,311.9,1432,43.1,16,6463.219510181306,11.399999999999975,689.6,0,10327,S60326,0.0,0.0,0.0,0.0,0.0
M,300.3,311.3,1506,40.7,98,6418.713614255451,11.0,3988.6,0,10328,S60327,0.0,0.0,0.0,0.0,0.0
M,300.4,311.8,1707,30.0,165,5362.698659677777,11.400000000000034,4950.0,0,10329,S60328,0.0,0.0,0.0,0.0,0.0
L,301.4,311.3,2323,15.9,50,3867.8974591732176,9.900000000000034,795.0,0,10330,S60329,0.0,0.0,0.0,0.0,0.0
L,300.8,310.8,1689,32.9,151,5819.077824464765,10.0,4967.9,0,10331,S60330,0.0,0.0,0.0,0.0,0.0
H,300.5,309.4,1502,34.3,40,5395.015176107703,8.899999999999977,1372.0,0,10332,S60331,0.0,0.0,0.0,0.0,0.0
M,297.4,309.3,1564,36.0,126,5896.141092257324,11.900000000000034,4536.0,0,10333,S60332,0.0,0.0,0.0,0.0,0.0
L,300.8,310.2,1492,46.3,187,7233.998795764049,9.399999999999975,8658.1,0,10334,S60333,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1438,43.6,141,6565.593542786285,9.599999999999966,6147.6,0,10335,S60334,0.0,0.0,0.0,0.0,0.0
L,297.3,308.2,1896,24.4,47,4844.587199247748,10.899999999999975,1146.8,0,10336,S60335,0.0,0.0,0.0,0.0,0.0
L,300.3,310.5,1522,39.1,217,6231.893571121977,10.199999999999989,8484.7,0,10337,S60336,0.0,0.0,0.0,0.0,0.0
L,301.5,311.1,1458,41.4,123,6321.010082728807,9.600000000000025,5092.2,0,10338,S60337,0.0,0.0,0.0,0.0,0.0
M,300.4,309.5,1888,21.9,221,4329.868658883596,9.100000000000025,4839.9,0,10339,S60338,0.0,0.0,0.0,0.0,0.0
H,298.7,310.1,1435,45.6,37,6852.4418960100575,11.400000000000034,1687.2,0,10340,S60339,0.0,0.0,0.0,0.0,0.0
L,303.9,313.0,1759,28.4,74,5231.338198855676,9.100000000000025,2101.6,0,10341,S60340,0.0,0.0,0.0,0.0,0.0
M,298.9,308.2,1335,47.8,40,6682.481733450849,9.300000000000011,1912.0,0,10342,S60341,0.0,0.0,0.0,0.0,0.0
M,300.8,311.4,1521,39.9,15,6355.2220267264,10.599999999999966,598.5,0,10343,S60342,0.0,0.0,0.0,0.0,0.0
L,298.3,309.4,1618,31.5,108,5337.2517591837,11.099999999999966,3402.0,0,10344,S60343,0.0,0.0,0.0,0.0,0.0
L,303.5,311.6,1428,46.2,139,6908.739236362386,8.100000000000023,6421.8,0,10345,S60344,0.0,0.0,0.0,0.0,0.0
M,298.9,309.6,1567,34.5,204,5661.307041401487,10.700000000000044,7038.0,0,10346,S60345,0.0,0.0,0.0,0.0,0.0
L,300.8,310.4,1368,46.8,21,6704.410050172905,9.599999999999966,982.8,0,10347,S60346,0.0,0.0,0.0,0.0,0.0
H,300.9,311.4,1387,42.7,121,6202.017024986339,10.5,5166.700000000001,0,10348,S60347,0.0,0.0,0.0,0.0,0.0
M,299.0,310.0,1667,30.0,53,5237.034953534185,11.0,1590.0,0,10349,S60348,0.0,0.0,0.0,0.0,0.0
L,301.0,310.9,1492,44.6,15,6968.387608878545,9.899999999999975,669.0,0,10350,S60349,0.0,0.0,0.0,0.0,0.0
L,295.9,306.4,1892,21.7,72,4299.4161540948,10.5,1562.4,0,10351,S60350,0.0,0.0,0.0,0.0,0.0
L,301.8,310.0,2032,19.0,203,4043.0203056598248,8.199999999999989,3857.0,0,10352,S60351,0.0,0.0,0.0,0.0,0.0
L,302.6,311.6,1311,53.2,0,7303.700264771695,9.0,0.0,0,10353,S60352,0.0,0.0,0.0,0.0,0.0
H,297.5,309.3,1525,41.7,235,6659.3910274469645,11.800000000000011,9799.5,0,10354,S60353,0.0,0.0,0.0,0.0,0.0
L,297.2,308.3,1379,52.1,21,7523.685054351564,11.100000000000025,1094.1,0,10355,S60354,0.0,0.0,0.0,0.0,0.0
L,301.5,310.7,1942,20.5,155,4168.998171068775,9.199999999999989,3177.5,0,10356,S60355,0.0,0.0,0.0,0.0,0.0
M,301.6,311.0,1431,42.3,129,6338.822913074661,9.399999999999975,5456.7,0,10357,S60356,0.0,0.0,0.0,0.0,0.0
L,299.9,311.4,1706,28.8,111,5145.17478434322,11.5,3196.8,0,10358,S60357,0.0,0.0,0.0,0.0,0.0
M,303.8,312.9,1815,27.8,66,5283.844684072673,9.099999999999966,1834.8,0,10359,S60358,0.0,0.0,0.0,0.0,0.0
L,302.3,311.5,1448,49.6,28,7521.056588498061,9.199999999999989,1388.8,0,10360,S60359,0.0,0.0,0.0,0.0,0.0
M,299.3,309.1,1449,47.9,131,7268.294515565738,9.800000000000011,6274.9,0,10361,S60360,0.0,0.0,0.0,0.0,0.0
L,300.2,309.1,1479,47.0,22,7279.3843376329105,8.900000000000034,1034.0,0,10362,S60361,0.0,0.0,0.0,0.0,0.0
M,300.8,310.8,1415,44.5,87,6593.941180497177,10.0,3871.5,0,10363,S60362,0.0,0.0,0.0,0.0,0.0
L,300.0,309.5,1717,28.3,48,5088.4480929949,9.5,1358.4,0,10364,S60363,0.0,0.0,0.0,0.0,0.0
L,298.2,308.7,1408,40.0,9,5897.816608339238,10.5,360.0,0,10365,S60364,0.0,0.0,0.0,0.0,0.0
L,302.9,312.4,1383,51.4,160,7444.129456387159,9.5,8224.0,0,10366,S60365,0.0,0.0,0.0,0.0,0.0
M,302.3,311.7,1640,31.5,199,5409.822549481624,9.399999999999975,6268.5,0,10367,S60366,0.0,0.0,0.0,0.0,0.0
L,304.0,313.3,1519,36.7,117,5837.84360458221,9.300000000000011,4293.900000000001,0,10368,S60367,0.0,0.0,0.0,0.0,0.0
L,295.6,306.2,1612,31.2,131,5266.817251890216,10.599999999999966,4087.2,0,10369,S60368,0.0,0.0,0.0,0.0,0.0
M,299.2,310.4,1502,39.8,34,6260.105073151212,11.199999999999989,1353.1999999999998,0,10370,S60369,0.0,0.0,0.0,0.0,0.0
L,300.0,310.5,1606,33.5,135,5634.027545192816,10.5,4522.5,0,10371,S60370,0.0,0.0,0.0,0.0,0.0
M,301.7,309.9,1457,39.2,192,5981.005981806297,8.199999999999989,7526.400000000001,0,10372,S60371,0.0,0.0,0.0,0.0,0.0
L,300.0,310.1,1762,28.0,202,5166.453838583534,10.100000000000025,5656.0,0,10373,S60372,0.0,0.0,0.0,0.0,0.0
L,299.5,310.0,1594,35.1,54,5859.007467091893,10.5,1895.4,0,10374,S60373,0.0,0.0,0.0,0.0,0.0
M,298.9,310.4,1533,44.4,24,7127.771076170666,11.5,1065.6,0,10375,S60374,0.0,0.0,0.0,0.0,0.0
L,300.7,310.5,1357,52.6,199,7474.707624882099,9.800000000000011,10467.4,0,10376,S60375,0.0,0.0,0.0,0.0,0.0
H,303.3,311.4,1651,30.6,50,5290.504860498284,8.099999999999966,1530.0,0,10377,S60376,0.0,0.0,0.0,0.0,0.0
L,297.8,309.3,2015,20.1,161,4241.307161978901,11.5,3236.1000000000004,0,10378,S60377,0.0,0.0,0.0,0.0,0.0
H,298.5,307.9,1260,54.2,141,7151.521516631806,9.399999999999975,7642.200000000001,0,10379,S60378,0.0,0.0,0.0,0.0,0.0
M,303.8,313.0,1789,23.5,215,4402.575584863176,9.199999999999989,5052.5,0,10380,S60379,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1632,33.5,39,5725.238451902039,10.900000000000034,1306.5,0,10381,S60380,0.0,0.0,0.0,0.0,0.0
L,296.3,307.3,1567,31.4,5,5152.609886956716,11.0,157.0,0,10382,S60381,0.0,0.0,0.0,0.0,0.0
M,302.7,312.4,1422,44.5,49,6626.561384216951,9.699999999999989,2180.5,0,10383,S60382,0.0,0.0,0.0,0.0,0.0
L,298.7,309.2,1586,31.4,180,5215.085692861105,10.5,5652.0,0,10384,S60383,0.0,0.0,0.0,0.0,0.0
L,298.2,309.1,1569,35.2,199,5783.5464115526665,10.900000000000034,7004.8,0,10385,S60384,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,1437,42.3,29,6365.40078692403,10.800000000000011,1226.6999999999998,0,10386,S60385,0.0,0.0,0.0,0.0,0.0
L,300.8,310.5,1434,44.5,89,6682.481733450849,9.699999999999989,3960.5,0,10387,S60386,0.0,0.0,0.0,0.0,0.0
M,300.7,309.5,1352,44.0,126,6229.568792558321,8.800000000000011,5544.0,0,10388,S60387,0.0,0.0,0.0,0.0,0.0
L,297.3,308.4,1513,40.5,25,6416.860074589831,11.099999999999966,1012.5,0,10389,S60388,0.0,0.0,0.0,0.0,0.0
L,300.5,311.9,1432,43.1,16,6463.219510181306,11.399999999999975,689.6,0,10390,S60389,0.0,0.0,0.0,0.0,0.0
M,298.0,307.7,1487,41.3,160,6431.164793139177,9.699999999999989,6608.0,0,10391,S60390,0.0,0.0,0.0,0.0,0.0
H,299.1,310.4,1405,53.6,86,7886.235318551338,11.299999999999956,4609.6,0,10392,S60391,0.0,0.0,0.0,0.0,0.0
L,298.2,307.8,1530,35.9,68,5751.941989457552,9.600000000000025,2441.2,0,10393,S60392,0.0,0.0,0.0,0.0,0.0
L,296.6,307.4,1504,45.8,58,7213.431835858548,10.799999999999956,2656.4,0,10394,S60393,0.0,0.0,0.0,0.0,0.0
M,297.5,309.5,1553,42.4,60,6895.502659315261,12.0,2544.0,0,10395,S60394,0.0,0.0,0.0,0.0,0.0
M,300.4,312.0,1596,30.4,191,5080.8349667977,11.600000000000025,5806.4,0,10396,S60395,0.0,0.0,0.0,0.0,0.0
L,302.6,312.1,1782,26.8,198,5001.164177102663,9.5,5306.400000000001,0,10397,S60396,0.0,0.0,0.0,0.0,0.0
M,297.9,309.9,1410,55.4,188,8180.078951417104,12.0,10415.2,0,10398,S60397,0.0,0.0,0.0,0.0,0.0
M,302.3,311.0,1526,37.7,171,6024.548455985051,8.699999999999989,6446.700000000001,0,10399,S60398,0.0,0.0,0.0,0.0,0.0
L,300.5,311.4,1400,45.1,29,6612.005338255318,10.899999999999975,1307.9,0,10400,S60399,0.0,0.0,0.0,0.0,0.0
M,301.5,310.5,1623,33.5,157,5693.665445733462,9.0,5259.5,0,10401,S60400,0.0,0.0,0.0,0.0,0.0
L,302.4,311.0,2211,15.4,203,3565.644829971344,8.600000000000023,3126.2000000000003,0,10402,S60401,0.0,0.0,0.0,0.0,0.0
H,297.6,309.6,1428,46.6,13,6968.555160486735,12.0,605.8000000000001,0,10403,S60402,0.0,0.0,0.0,0.0,0.0
M,300.2,310.4,1530,35.7,80,5719.897744390937,10.199999999999989,2856.0,0,10404,S60403,0.0,0.0,0.0,0.0,0.0
L,298.6,309.8,1370,56.0,0,8034.099612780297,11.199999999999989,0.0,0,10405,S60404,0.0,0.0,0.0,0.0,0.0
M,300.6,309.5,1557,33.8,84,5511.044664780286,8.899999999999977,2839.2,0,10406,S60405,0.0,0.0,0.0,0.0,0.0
M,302.7,310.5,1398,47.3,70,6924.63569518955,7.800000000000011,3311.0,0,10407,S60406,0.0,0.0,0.0,0.0,0.0
M,298.3,307.8,1392,50.4,101,7346.802915978946,9.5,5090.4,0,10408,S60407,0.0,0.0,0.0,0.0,0.0
H,301.6,310.4,1369,45.4,156,6508.605052050166,8.799999999999955,7082.4,0,10409,S60408,0.0,0.0,0.0,0.0,0.0
M,300.2,311.3,1587,31.2,73,5185.1358428968815,11.100000000000025,2277.6,0,10410,S60409,0.0,0.0,0.0,0.0,0.0
L,300.0,309.3,1395,56.5,122,8253.749299143783,9.300000000000011,6893.0,0,10411,S60410,0.0,0.0,0.0,0.0,0.0
M,298.7,309.6,1424,50.4,32,7515.694937035934,10.900000000000034,1612.8,0,10412,S60411,0.0,0.0,0.0,0.0,0.0
L,302.9,312.5,1550,45.5,72,7385.360729814006,9.600000000000025,3276.0,0,10413,S60412,0.0,0.0,0.0,0.0,0.0
L,299.7,309.0,1412,49.2,85,7274.923276064813,9.300000000000011,4182.0,0,10414,S60413,0.0,0.0,0.0,0.0,0.0
L,301.0,311.6,1440,43.3,131,6529.486171221026,10.600000000000025,5672.299999999999,0,10415,S60414,0.0,0.0,0.0,0.0,0.0
L,299.2,309.0,1951,21.4,102,4372.196383902962,9.800000000000011,2182.8,0,10416,S60415,0.0,0.0,0.0,0.0,0.0
L,301.8,311.2,1822,26.2,204,4998.944118294126,9.399999999999975,5344.8,0,10417,S60416,0.0,0.0,0.0,0.0,0.0
L,300.5,311.5,1487,43.0,78,6695.885862106165,11.0,3354.0,0,10418,S60417,0.0,0.0,0.0,0.0,0.0
L,303.1,311.2,1452,52.9,11,8043.608166545163,8.099999999999966,581.9,0,10419,S60418,0.0,0.0,0.0,0.0,0.0
M,300.8,310.7,1452,43.0,139,6538.282630651079,9.899999999999975,5977.0,0,10420,S60419,0.0,0.0,0.0,0.0,0.0
M,300.8,311.4,1732,26.9,45,4878.977166829045,10.599999999999966,1210.5,0,10421,S60420,0.0,0.0,0.0,0.0,0.0
L,300.8,309.7,1481,38.1,153,5908.927374357434,8.899999999999977,5829.3,0,10422,S60421,0.0,0.0,0.0,0.0,0.0
M,300.7,311.7,1412,49.1,219,7260.136846641917,11.0,10752.9,0,10423,S60422,0.0,0.0,0.0,0.0,0.0
L,300.4,310.5,1402,54.3,44,7972.168349602532,10.100000000000025,2389.2,0,10424,S60423,0.0,0.0,0.0,0.0,0.0
L,299.3,309.1,1531,37.9,127,6076.3533188427455,9.800000000000011,4813.3,0,10425,S60424,0.0,0.0,0.0,0.0,0.0
L,299.2,310.5,1705,29.5,95,5267.141883131088,11.300000000000011,2802.5,0,10426,S60425,0.0,0.0,0.0,0.0,0.0
L,298.7,309.7,1293,59.1,125,8002.296223150458,11.0,7387.5,0,10427,S60426,0.0,0.0,0.0,0.0,0.0
H,303.3,311.8,1806,27.7,44,5238.731413567123,8.5,1218.8,0,10428,S60427,0.0,0.0,0.0,0.0,0.0
L,300.7,309.6,1661,30.3,129,5270.367251588774,8.900000000000034,3908.7,0,10429,S60428,0.0,0.0,0.0,0.0,0.0
L,297.3,308.7,1492,43.6,189,6812.145734240012,11.399999999999975,8240.4,0,10430,S60429,0.0,0.0,0.0,0.0,0.0
L,301.0,310.9,1740,28.9,129,5265.937605947212,9.899999999999975,3728.1,0,10431,S60430,0.0,0.0,0.0,0.0,0.0
L,298.0,308.5,1404,46.6,201,6851.436586360908,10.5,9366.6,0,10432,S60431,0.0,0.0,0.0,0.0,0.0
M,301.4,310.6,1855,25.3,178,4914.655187398313,9.200000000000044,4503.400000000001,0,10433,S60432,0.0,0.0,0.0,0.0,0.0
L,295.8,306.4,1339,53.2,67,7459.690811997941,10.599999999999966,3564.4,0,10434,S60433,0.0,0.0,0.0,0.0,0.0
L,298.4,308.0,1515,42.8,125,6790.238361468979,9.600000000000025,5350.0,0,10435,S60434,0.0,0.0,0.0,0.0,0.0
H,300.9,310.4,1457,43.8,69,6682.85872456928,9.5,3022.2,0,10436,S60435,0.0,0.0,0.0,0.0,0.0
H,299.1,308.8,1566,46.6,192,7641.986961710243,9.699999999999989,8947.2,0,10437,S60436,0.0,0.0,0.0,0.0,0.0
L,302.0,310.6,1325,55.3,192,7673.078257005271,8.600000000000023,10617.6,0,10438,S60437,0.0,0.0,0.0,0.0,0.0
L,303.8,313.3,1406,52.1,166,7670.99433387839,9.5,8648.6,0,10439,S60438,0.0,0.0,0.0,0.0,0.0
L,299.9,309.3,1471,41.8,109,6438.987358846616,9.400000000000034,4556.2,0,10440,S60439,0.0,0.0,0.0,0.0,0.0
L,300.6,310.7,1440,52.5,200,7916.813487046279,10.099999999999966,10500.0,0,10441,S60440,0.0,0.0,0.0,0.0,0.0
M,302.5,312.0,1487,46.1,175,7178.612517281262,9.5,8067.5,0,10442,S60441,0.0,0.0,0.0,0.0,0.0
M,298.7,310.0,1459,40.2,69,6142.002133327262,11.300000000000011,2773.8,0,10443,S60442,0.0,0.0,0.0,0.0,0.0
L,301.8,311.5,1443,43.3,134,6543.089267411069,9.699999999999989,5802.2,0,10444,S60443,0.0,0.0,0.0,0.0,0.0
L,302.1,310.9,1477,41.4,184,6403.382642105931,8.799999999999955,7617.599999999999,0,10445,S60444,0.0,0.0,0.0,0.0,0.0
M,296.9,307.6,1685,32.0,10,5646.489196052055,10.700000000000044,320.0,0,10446,S60445,0.0,0.0,0.0,0.0,0.0
H,300.9,312.0,1397,42.7,212,6246.732360422433,11.100000000000025,9052.4,0,10447,S60446,0.0,0.0,0.0,0.0,0.0
L,302.8,310.8,1402,50.5,30,7414.263382227032,8.0,1515.0,0,10448,S60447,0.0,0.0,0.0,0.0,0.0
L,302.4,311.0,1475,47.9,79,7398.712498591762,8.600000000000023,3784.1,0,10449,S60448,0.0,0.0,0.0,0.0,0.0
M,300.6,310.7,1654,32.0,180,5542.607198973352,10.099999999999966,5760.0,0,10450,S60449,0.0,0.0,0.0,0.0,0.0
H,301.4,310.3,1611,41.5,11,7001.196308157534,8.900000000000034,456.5,0,10451,S60450,0.0,0.0,0.0,0.0,0.0
L,298.2,308.8,1354,60.9,32,8635.044399509976,10.600000000000025,1948.8,0,10452,S60451,0.0,0.0,0.0,0.0,0.0
L,299.3,308.9,1623,31.1,152,5285.7610555913625,9.599999999999966,4727.2,0,10453,S60452,0.0,0.0,0.0,0.0,0.0
L,298.2,309.0,1353,57.8,89,8189.440897524799,10.800000000000011,5144.2,0,10454,S60453,0.0,0.0,0.0,0.0,0.0
L,300.6,310.6,1508,34.8,62,5495.525197071553,10.0,2157.6,0,10455,S60454,0.0,0.0,0.0,0.0,0.0
L,297.5,308.5,1446,41.9,32,6344.697691336874,11.0,1340.8,0,10456,S60455,0.0,0.0,0.0,0.0,0.0
L,297.6,308.5,1475,42.4,24,6549.173485183522,10.899999999999975,1017.6,0,10457,S60456,0.0,0.0,0.0,0.0,0.0
L,297.6,308.6,1576,32.7,83,5396.7535240426905,11.0,2714.1000000000004,0,10458,S60457,0.0,0.0,0.0,0.0,0.0
H,302.0,310.5,1841,23.6,119,4549.82203253693,8.5,2808.4,0,10459,S60458,0.0,0.0,0.0,0.0,0.0
L,301.3,310.7,1761,24.3,174,4481.199177007016,9.399999999999975,4228.2,0,10460,S60459,0.0,0.0,0.0,0.0,0.0
L,296.5,307.5,1566,35.1,206,5756.088891760291,11.0,7230.6,0,10461,S60460,0.0,0.0,0.0,0.0,0.0
M,301.0,312.2,1629,32.6,69,5561.184483531581,11.199999999999989,2249.4,0,10462,S60461,0.0,0.0,0.0,0.0,0.0
H,300.4,310.2,1431,43.2,0,6473.691485693272,9.800000000000011,0.0,0,10463,S60462,0.0,0.0,0.0,0.0,0.0
L,297.4,308.5,1501,44.9,20,7057.577424313959,11.100000000000025,898.0,0,10464,S60463,0.0,0.0,0.0,0.0,0.0
L,300.3,311.6,1374,47.4,197,6820.146323531154,11.300000000000011,9337.8,0,10465,S60464,0.0,0.0,0.0,0.0,0.0
L,300.7,312.3,1590,36.3,93,6044.110106241403,11.600000000000025,3375.9,0,10466,S60465,0.0,0.0,0.0,0.0,0.0
L,296.8,308.1,1356,48.3,201,6858.599417611093,11.300000000000011,9708.3,0,10467,S60466,0.0,0.0,0.0,0.0,0.0
L,300.3,311.8,1488,38.4,51,5983.603031733263,11.5,1958.4,0,10468,S60467,0.0,0.0,0.0,0.0,0.0
M,297.9,309.0,1970,21.6,37,4456.035019851764,11.100000000000025,799.2,0,10469,S60468,0.0,0.0,0.0,0.0,0.0
L,300.8,310.2,1520,37.7,193,6000.860847376985,9.399999999999975,7276.1,0,10470,S60469,0.0,0.0,0.0,0.0,0.0
H,299.5,309.2,1872,22.6,162,4430.39962379847,9.699999999999989,3661.2,0,10471,S60470,0.0,0.0,0.0,0.0,0.0
L,300.3,309.5,1551,37.9,42,6155.730893223448,9.199999999999989,1591.8,0,10472,S60471,0.0,0.0,0.0,0.0,0.0
H,300.5,309.3,1471,45.2,223,6962.732742102084,8.800000000000011,10079.6,0,10473,S60472,0.0,0.0,0.0,0.0,0.0
L,297.1,307.9,1507,38.3,170,6044.225297972035,10.799999999999956,6510.999999999999,0,10474,S60473,0.0,0.0,0.0,0.0,0.0
M,302.0,310.6,1392,60.5,10,8819.078897157267,8.600000000000023,605.0,0,10475,S60474,0.0,0.0,0.0,0.0,0.0
H,297.8,307.8,1662,30.7,48,5343.157953372448,10.0,1473.6,0,10476,S60475,0.0,0.0,0.0,0.0,0.0
M,303.7,312.9,1566,32.6,9,5346.111050466822,9.199999999999989,293.40000000000003,0,10477,S60476,0.0,0.0,0.0,0.0,0.0
L,303.5,312.8,1524,39.4,96,6287.960528013043,9.300000000000011,3782.4,0,10478,S60477,0.0,0.0,0.0,0.0,0.0
M,299.8,309.1,1268,58.0,90,7701.509670520259,9.300000000000011,5220.0,0,10479,S60478,0.0,0.0,0.0,0.0,0.0
L,300.6,310.4,2514,13.4,215,3527.757222569051,9.799999999999956,2881.0,0,10480,S60479,0.0,0.0,0.0,0.0,0.0
L,300.4,311.4,1552,28.8,135,4680.7217264365045,11.0,3888.0,0,10481,S60480,0.0,0.0,0.0,0.0,0.0
